INFO 2024-10-07 19:16:31,039 autoreload Watching for file changes with StatReloader
DEBUG 2024-10-08 15:17:25,257 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\heapq.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,257 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\messages\apps.py first seen with mtime 1727728869.6828206
DEBUG 2024-10-08 15:17:25,257 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\_header_value_parser.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,257 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\checks\urls.py first seen with mtime 1727728870.7689166
DEBUG 2024-10-08 15:17:25,258 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\dispatch\dispatcher.py first seen with mtime 1727728870.9494333
DEBUG 2024-10-08 15:17:25,258 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\quic\__init__.py first seen with mtime 1727709584.1427147
DEBUG 2024-10-08 15:17:25,258 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\logging\config.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,258 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\auth\base_user.py first seen with mtime 1727728868.4740539
DEBUG 2024-10-08 15:17:25,258 autoreload File D:\django\tasks whatsapp\task_manager\tasks\apps.py first seen with mtime 1727462924.7591457
DEBUG 2024-10-08 15:17:25,259 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\mixins.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,259 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\DLLs\_ssl.pyd first seen with mtime 1712654462.0
DEBUG 2024-10-08 15:17:25,259 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\serializers\python.py first seen with mtime 1727728870.8407266
DEBUG 2024-10-08 15:17:25,259 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\sqlparse\engine\statement_splitter.py first seen with mtime 1727882787.9105399
DEBUG 2024-10-08 15:17:25,260 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\asyncio.py first seen with mtime 1727728871.0940545
DEBUG 2024-10-08 15:17:25,260 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\message.py first seen with mtime 1727709584.1157858
DEBUG 2024-10-08 15:17:25,260 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\indexes.py first seen with mtime 1727728870.9175186
DEBUG 2024-10-08 15:17:25,260 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\sql\__init__.py first seen with mtime 1727728870.9424522
DEBUG 2024-10-08 15:17:25,260 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\serializers\base.py first seen with mtime 1727728870.8377326
DEBUG 2024-10-08 15:17:25,261 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\edns.py first seen with mtime 1727709584.109798
DEBUG 2024-10-08 15:17:25,261 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\decimal.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,261 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\messages\utils.py first seen with mtime 1727728869.685813
DEBUG 2024-10-08 15:17:25,261 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\wsgiref\simple_server.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,261 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\__init__.py first seen with mtime 1727728870.7389967
DEBUG 2024-10-08 15:17:25,262 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\__init__.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,262 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\string.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,262 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\auth\middleware.py first seen with mtime 1727728868.479041
DEBUG 2024-10-08 15:17:25,262 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\locale.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,262 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\collation.py first seen with mtime 1727717029.200895
DEBUG 2024-10-08 15:17:25,263 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\monitor.py first seen with mtime 1727717029.227545
DEBUG 2024-10-08 15:17:25,263 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\sqlparse\filters\others.py first seen with mtime 1727882787.9125352
DEBUG 2024-10-08 15:17:25,263 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\DLLs\_queue.pyd first seen with mtime 1712654462.0
DEBUG 2024-10-08 15:17:25,263 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\DLLs\_uuid.pyd first seen with mtime 1712654462.0
DEBUG 2024-10-08 15:17:25,264 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\encodings\aliases.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,264 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\json\__init__.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,264 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\_ddr.py first seen with mtime 1727709584.1018178
DEBUG 2024-10-08 15:17:25,264 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\nturl2path.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,264 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\ismaster.py first seen with mtime 1727717029.2209177
DEBUG 2024-10-08 15:17:25,265 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\base.py first seen with mtime 1727728870.9125319
DEBUG 2024-10-08 15:17:25,265 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\iterators.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,265 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\transaction.py first seen with mtime 1727709584.1297462
DEBUG 2024-10-08 15:17:25,265 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\_tzpath.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,265 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\loaders\cached.py first seen with mtime 1727728871.0671186
DEBUG 2024-10-08 15:17:25,266 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\sql\subqueries.py first seen with mtime 1727728870.9464407
DEBUG 2024-10-08 15:17:25,266 autoreload File D:\django\tasks whatsapp\task_manager\manage.py first seen with mtime 1727462796.498018
DEBUG 2024-10-08 15:17:25,266 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\bson\objectid.py first seen with mtime 1727717029.1800122
DEBUG 2024-10-08 15:17:25,266 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\utils.py first seen with mtime 1727728870.8467083
DEBUG 2024-10-08 15:17:25,266 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,267 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\ast.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,267 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\bson\binary.py first seen with mtime 1727717029.1558037
DEBUG 2024-10-08 15:17:25,267 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\collection.py first seen with mtime 1727717029.2028894
DEBUG 2024-10-08 15:17:25,267 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\djongo\database.py first seen with mtime 1727709603.8500428
DEBUG 2024-10-08 15:17:25,267 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\trsock.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,268 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\functions\comparison.py first seen with mtime 1727728870.9374774
DEBUG 2024-10-08 15:17:25,268 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\backends\utils.py first seen with mtime 1727728870.850697
DEBUG 2024-10-08 15:17:25,268 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\management\commands\__init__.py first seen with mtime 1727728870.814793
DEBUG 2024-10-08 15:17:25,268 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\dates.py first seen with mtime 1727728871.1010284
DEBUG 2024-10-08 15:17:25,269 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\stringprep.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,269 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\policy.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,269 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\encoding.py first seen with mtime 1727728871.1060145
DEBUG 2024-10-08 15:17:25,270 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\rdtypes\ANY\OPT.py first seen with mtime 1727709584.174628
DEBUG 2024-10-08 15:17:25,270 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\headerregistry.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,271 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\lzma.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,271 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\bson\min_key.py first seen with mtime 1727717029.1790152
DEBUG 2024-10-08 15:17:25,271 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\views\debug.py first seen with mtime 1727728871.1369324
DEBUG 2024-10-08 15:17:25,272 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\tokenizer.py first seen with mtime 1727709584.12875
DEBUG 2024-10-08 15:17:25,272 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\bulk.py first seen with mtime 1727717029.1963315
DEBUG 2024-10-08 15:17:25,272 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\son_manipulator.py first seen with mtime 1727717029.2519526
DEBUG 2024-10-08 15:17:25,272 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\query.py first seen with mtime 1727709584.1207716
DEBUG 2024-10-08 15:17:25,272 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\DLLs\_decimal.pyd first seen with mtime 1712654462.0
DEBUG 2024-10-08 15:17:25,273 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\zipfile\_path\glob.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,273 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\admin\checks.py first seen with mtime 1727728867.8806415
DEBUG 2024-10-08 15:17:25,273 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\djongo\__init__.py first seen with mtime 1727709603.8450558
DEBUG 2024-10-08 15:17:25,273 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\_os.py first seen with mtime 1727728871.0930495
DEBUG 2024-10-08 15:17:25,273 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\hello_compat.py first seen with mtime 1727717029.2188478
DEBUG 2024-10-08 15:17:25,274 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\reprlib.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,274 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\urllib\__init__.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,274 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\bisect.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,274 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\bson\regex.py first seen with mtime 1727717029.182011
DEBUG 2024-10-08 15:17:25,275 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\functions\window.py first seen with mtime 1727728870.9424522
DEBUG 2024-10-08 15:17:25,275 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\client_options.py first seen with mtime 1727717029.1978986
DEBUG 2024-10-08 15:17:25,275 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\files\storage\memory.py first seen with mtime 1727728870.7898636
DEBUG 2024-10-08 15:17:25,275 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\periodic_executor.py first seen with mtime 1727717029.2345252
DEBUG 2024-10-08 15:17:25,275 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\exceptions.py first seen with mtime 1727728870.7419884
DEBUG 2024-10-08 15:17:25,276 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\module_loading.py first seen with mtime 1727728871.1179817
DEBUG 2024-10-08 15:17:25,276 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\views\decorators\debug.py first seen with mtime 1727728871.1439135
DEBUG 2024-10-08 15:17:25,276 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\set.py first seen with mtime 1727709584.1277542
DEBUG 2024-10-08 15:17:25,276 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\auth\hashers.py first seen with mtime 1727728868.4780428
DEBUG 2024-10-08 15:17:25,276 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\log.py first seen with mtime 1727728871.1169863
DEBUG 2024-10-08 15:17:25,276 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\djongo\sql2mongo\query.py first seen with mtime 1727709603.8819592
DEBUG 2024-10-08 15:17:25,277 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\transaction.py first seen with mtime 1727728870.84571
DEBUG 2024-10-08 15:17:25,277 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\queue.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,277 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\node.py first seen with mtime 1727709584.1187754
DEBUG 2024-10-08 15:17:25,277 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\contenttypes\models.py first seen with mtime 1727728868.672532
DEBUG 2024-10-08 15:17:25,277 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\regex_helper.py first seen with mtime 1727728871.121974
DEBUG 2024-10-08 15:17:25,278 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\inet.py first seen with mtime 1727709584.113793
DEBUG 2024-10-08 15:17:25,278 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\_weakrefset.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,278 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\http\response.py first seen with mtime 1727728871.0322113
DEBUG 2024-10-08 15:17:25,278 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1727882787.903558
DEBUG 2024-10-08 15:17:25,278 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\http\__init__.py first seen with mtime 1727728871.028222
DEBUG 2024-10-08 15:17:25,279 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\backends\base\operations.py first seen with mtime 1727728870.857679
DEBUG 2024-10-08 15:17:25,279 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\loader_tags.py first seen with mtime 1727728871.054157
DEBUG 2024-10-08 15:17:25,279 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\urls\base.py first seen with mtime 1727728871.0860674
DEBUG 2024-10-08 15:17:25,279 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\checks\model_checks.py first seen with mtime 1727728870.7649264
DEBUG 2024-10-08 15:17:25,279 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\monitoring.py first seen with mtime 1727717029.2285416
DEBUG 2024-10-08 15:17:25,280 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\checks\security\sessions.py first seen with mtime 1727728870.7758977
DEBUG 2024-10-08 15:17:25,280 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\bson\py3compat.py first seen with mtime 1727717029.1810112
DEBUG 2024-10-08 15:17:25,280 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1727728870.8566813
DEBUG 2024-10-08 15:17:25,280 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\auth\__init__.py first seen with mtime 1727728868.472059
DEBUG 2024-10-08 15:17:25,280 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\migrations\operations\fields.py first seen with mtime 1727728870.9085424
DEBUG 2024-10-08 15:17:25,281 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\sql\constants.py first seen with mtime 1727728870.9444463
DEBUG 2024-10-08 15:17:25,281 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\immutable.py first seen with mtime 1727709584.1127937
DEBUG 2024-10-08 15:17:25,281 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\contenttypes\fields.py first seen with mtime 1727728868.6705296
DEBUG 2024-10-08 15:17:25,281 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\struct.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,281 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\transports.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,282 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\hashlib.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,282 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\serializers\__init__.py first seen with mtime 1727728870.8367355
DEBUG 2024-10-08 15:17:25,282 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\flags.py first seen with mtime 1727709584.1117938
DEBUG 2024-10-08 15:17:25,282 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\djongo\sql2mongo\functions.py first seen with mtime 1727709603.879964
DEBUG 2024-10-08 15:17:25,282 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\__init__.py first seen with mtime 1727728867.8776493
DEBUG 2024-10-08 15:17:25,283 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\choices.py first seen with mtime 1727728871.097041
DEBUG 2024-10-08 15:17:25,283 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\importlib\resources\_adapters.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,283 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\contenttypes\checks.py first seen with mtime 1727728868.6695368
DEBUG 2024-10-08 15:17:25,283 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\constraints.py first seen with mtime 1727728870.9145257
DEBUG 2024-10-08 15:17:25,283 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\zipfile\__init__.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,284 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\files\storage\base.py first seen with mtime 1727728870.7868688
DEBUG 2024-10-08 15:17:25,284 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1727728868.481035
DEBUG 2024-10-08 15:17:25,284 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\DLLs\_ctypes.pyd first seen with mtime 1712654462.0
DEBUG 2024-10-08 15:17:25,284 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\sessions\base_session.py first seen with mtime 1727728870.1585484
DEBUG 2024-10-08 15:17:25,285 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\errors.py first seen with mtime 1727717029.2158554
DEBUG 2024-10-08 15:17:25,285 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\renderer.py first seen with mtime 1727709584.1247647
DEBUG 2024-10-08 15:17:25,285 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\server.py first seen with mtime 1727717029.244973
DEBUG 2024-10-08 15:17:25,285 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\sqlparse\filters\__init__.py first seen with mtime 1727882787.914529
DEBUG 2024-10-08 15:17:25,285 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\checks\async_checks.py first seen with mtime 1727728870.7599423
DEBUG 2024-10-08 15:17:25,286 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\staticfiles\checks.py first seen with mtime 1727728870.7200499
DEBUG 2024-10-08 15:17:25,286 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\response.py first seen with mtime 1727728871.0561483
DEBUG 2024-10-08 15:17:25,286 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\message.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,287 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\traceback.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,287 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\opcode.py first seen with mtime 1727709584.1187754
DEBUG 2024-10-08 15:17:25,287 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\zonefile.py first seen with mtime 1727709584.136728
DEBUG 2024-10-08 15:17:25,287 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\re\_casefix.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,288 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\html\__init__.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,288 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\serializers\json.py first seen with mtime 1727728870.8387299
DEBUG 2024-10-08 15:17:25,288 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\windows_events.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,288 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\staticfiles\utils.py first seen with mtime 1727728870.7280257
DEBUG 2024-10-08 15:17:25,289 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\__init__.py first seen with mtime 1727709584.099823
DEBUG 2024-10-08 15:17:25,289 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\proactor_events.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,289 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\bson\tz_util.py first seen with mtime 1727717029.1849983
DEBUG 2024-10-08 15:17:25,289 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\log.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,289 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\auth.py first seen with mtime 1727717029.194485
DEBUG 2024-10-08 15:17:25,290 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\concurrent\futures\_base.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,290 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\djongo\cursor.py first seen with mtime 1727709603.8490467
DEBUG 2024-10-08 15:17:25,290 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\driver_info.py first seen with mtime 1727717029.2118652
DEBUG 2024-10-08 15:17:25,290 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\DLLs\_overlapped.pyd first seen with mtime 1712654462.0
DEBUG 2024-10-08 15:17:25,291 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_subprocess.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,291 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\exceptions.py first seen with mtime 1727728871.0501647
DEBUG 2024-10-08 15:17:25,291 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\errors.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,291 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\coroutines.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,291 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_collections.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,292 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1727728868.3045075
DEBUG 2024-10-08 15:17:25,292 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\tempfile.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,292 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\functions\__init__.py first seen with mtime 1727728870.935471
DEBUG 2024-10-08 15:17:25,292 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\http\multipartparser.py first seen with mtime 1727728871.030217
DEBUG 2024-10-08 15:17:25,292 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\backends\django.py first seen with mtime 1727728871.0611348
DEBUG 2024-10-08 15:17:25,293 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\auth_aws.py first seen with mtime 1727717029.194485
DEBUG 2024-10-08 15:17:25,293 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\fields\related_descriptors.py first seen with mtime 1727728870.933476
DEBUG 2024-10-08 15:17:25,293 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\files\utils.py first seen with mtime 1727728870.7848742
DEBUG 2024-10-08 15:17:25,293 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\fields\proxy.py first seen with mtime 1727728870.9304843
DEBUG 2024-10-08 15:17:25,293 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\parser.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,294 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\copyreg.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,294 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\urls\resolvers.py first seen with mtime 1727728871.090057
DEBUG 2024-10-08 15:17:25,294 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\calendar.py first seen with mtime 1712654418.0
DEBUG 2024-10-08 15:17:25,294 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\asgiref\current_thread_executor.py first seen with mtime 1727462627.8267593
DEBUG 2024-10-08 15:17:25,295 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\DLLs\_hashlib.pyd first seen with mtime 1712654462.0
